airport_ident,length_ft,width_ft,he_latitude_deg,he_longitude_deg
IT-0305,1476.0,49.0,,
IT-0306,591.0,92.0,,
IT-0308,2297.0,108.0,,
IT-0309,1509.0,66.0,,
IT-0310,1316.0,66.0,,
IT-0311,755.0,131.0,,
IT-0312,2001.0,131.0,,
IT-0313,1312.0,148.0,,
IT-0314,1804.0,82.0,,
IT-0315,1640.0,66.0,,
IT-0316,1312.0,82.0,,
IT-0317,1312.0,,,
IT-0318,1706.0,66.0,,
IT-0319,1312.0,,,
IT-0320,1542.0,131.0,,
IT-0322,1640.0,82.0,,
IT-0323,3281.0,148.0,,
IT-0324,1148.0,98.0,,
IT-0325,2461.0,82.0,,
IT-0327,984.0,98.0,,
IT-0328,1312.0,98.0,,
IT-0330,1017.0,66.0,,
IT-0333,1772.0,98.0,,
IT-0335,1624.0,59.0,,
IT-0337,1020.0,98.0,,
IT-0338,1312.0,82.0,,
IT-0339,1804.0,98.0,,
IT-0340,2297.0,82.0,,
IT-0341,1280.0,33.0,,
IT-0342,1312.0,66.0,,
IT-0343,1247.0,164.0,,
IT-0344,984.0,131.0,,
IT-0345,1280.0,82.0,,
IT-0346,1640.0,66.0,,
IT-0350,1312.0,66.0,,
IT-0351,755.0,82.0,,
IT-0352,1716.0,82.0,,
IT-0353,1414.0,98.0,,
IT-0354,984.0,98.0,,
IT-0355,1903.0,82.0,,
IT-0356,1755.0,125.0,,
IT-0357,1476.0,66.0,,
IT-0359,2297.0,98.0,,
IT-0360,1280.0,59.0,,
IT-0361,3281.0,295.0,44.5192985534668,11.595499992370604
IT-0363,2854.0,144.0,,
IT-0366,2215.0,98.0,,
IT-0367,1542.0,65.0,,
IT-0368,1411.0,69.0,,
IT-0370,1476.0,98.0,,
IT-0371,1312.0,66.0,,
IT-0372,2264.0,131.0,,
IT-0373,1640.0,66.0,,
IT-0377,1247.0,66.0,,
IT-0379,1969.0,82.0,,
IT-0382,1674.0,65.0,39.89310073852539,18.19239997863769
IT-0383,984.0,33.0,,
IT-0385,1181.0,66.0,41.14649963378906,14.340900421142578
IT-0387,2625.0,131.0,,
IT-0388,2625.0,82.0,,
IT-0389,3937.0,197.0,,
IT-0390,1312.0,131.0,,
IT-0392,2231.0,98.0,,
IT-0393,2297.0,98.0,,
IT-0394,2854.0,148.0,,
IT-0395,2362.0,115.0,,
IT-0396,984.0,197.0,,
IT-0398,1427.0,82.0,,
IT-0399,1640.0,62.0,,
IT-0400,984.0,112.0,,
IT-0401,1083.0,164.0,,
IT-0403,1017.0,75.0,,
IT-0404,886.0,98.0,,
IT-0405,1312.0,66.0,,
IT-0406,2297.0,39.0,,
IT-0407,1312.0,66.0,,
IT-0408,1739.0,66.0,,
IT-0409,820.0,49.0,,
IT-0419,951.0,66.0,,
IT-0436,1640.0,66.0,,
IT-0439,2297.0,98.0,,
IT-0448,1575.0,72.0,,
IT-0472,2132.0,65.0,,
IT-0476,2077.0,164.0,,
IT-0509,640.0,,,
IT-0528,1706.0,,,
IT-0538,1444.0,,,
IT-0554,1266.0,,,
IT-0565,,,,
IT-0683,1400.0,,,
IT-0709,2460.0,66.0,,
IT-0710,1673.0,164.0,,
IT-0712,1476.0,65.0,,
IT-0716,1476.0,59.0,,
IT-0717,1312.0,65.0,,
IT-0720,1968.0,65.0,,
IT-0721,1542.0,59.0,,
IT-0756,328.0,49.0,,
IT-0757,328.0,32.0,,
ITK,2297.0,98.0,,
JB01,2675.0,30.0,,
JGD,7546.0,,,
JIC,9843.0,,,
JIQ,7874.0,,,
JJD,7218.0,148.0,-2.90199,-40.348499
JLA,2200.0,60.0,,
JMC,100.0,100.0,,
JNZ,8202.0,,,
JOP,3117.0,,,
JP-0090,690.0,50.0,34.62525,132.79673
JP-0092,1970.0,60.0,,
JP-0093,2625.0,,,
JP-0472,3280.0,25.0,,
JP-0473,2630.0,65.0,,
JP-0474,1960.0,60.0,,
JP-0601,725.0,12.0,,
JP-1189,1160.0,22.0,,
JP-1189,770.0,40.0,,
JP-1898,110.0,100.0,,
JP-2684,30.0,30.0,,
JP-3393,164.0,98.0,,
JPN,82.0,82.0,,
JRA,44.0,44.0,,
JRA,44.0,44.0,,
JRA,44.0,44.0,,
JRA,44.0,44.0,,
JRA,44.0,44.0,,
JRA,44.0,44.0,,
JRA,37.0,37.0,,
JRA,37.0,37.0,,
JRA,37.0,37.0,,
JRB,62.0,62.0,,
JUH,7874.0,,,
JY00,20.0,20.0,,
JY01,40.0,40.0,,
JY02,50.0,50.0,,
JY04,2000.0,100.0,,
JY06,46.0,46.0,,
JY08,1165.0,45.0,,
JY12,25.0,25.0,,
JY13,50.0,50.0,,
JY14,1000.0,75.0,,
JY15,88.0,88.0,,
JY16,184.0,60.0,,
JY17,2303.0,100.0,,
JY18,200.0,200.0,,
JY19,65.0,65.0,,
JY20,90.0,90.0,,
JY21,70.0,70.0,,
JY24,1800.0,50.0,,
JY25,30.0,30.0,,
JY26,300.0,300.0,,
JY27,16.0,16.0,,
JY28,100.0,100.0,,
JY29,55.0,55.0,,
JY30,60.0,60.0,,
JY31,2550.0,150.0,,
JY32,100.0,120.0,,
JY33,200.0,200.0,,
JY34,50.0,50.0,,
JY35,3500.0,140.0,,
JY36,25.0,25.0,,
JY39,2200.0,100.0,,
JY40,50.0,50.0,,
JY42,15000.0,,,
JY43,2150.0,40.0,,
JY64,55.0,55.0,,
JY79,46.0,46.0,,
K00,2585.0,40.0,,
K00C,5010.0,50.0,37.209598541259766,-107.86599731445312
K00F,4400.0,75.0,45.47010040283203,-105.4459991455078
K00M,3000.0,50.0,31.949899673461918,-89.23359680175781
K00R,3700.0,60.0,30.682600021362305,-95.01349639892578
K00V,2084.0,35.0,38.94580078125,-104.56300354003906
K00V,6000.0,60.0,38.9379997253418,-104.56800079345705
K00V,1800.0,15.0,,
K01,1600.0,80.0,,
K01,4000.0,100.0,,
K01G,1830.0,60.0,42.74399948120117,-78.04869842529297
K01G,3500.0,60.0,42.74169921875,-78.0438003540039
K01M,4000.0,60.0,34.48640060424805,-88.19940185546875
K01T,2432.0,50.0,,
K02A,4008.0,100.0,32.851600646972656,-86.6050033569336
K02C,3501.0,44.0,43.09370040893555,-88.17569732666016
K02C,3395.0,100.0,43.09080123901367,-88.17510223388672
K02C,1600.0,80.0,43.08679962158203,-88.18060302734375
K02G,3503.0,75.0,40.67570114135742,-80.63590240478516
K03,15000.0,2000.0,,
K03B,3000.0,50.0,37.12760162353516,-92.61609649658205
K03D,3300.0,60.0,40.444801330566406,-92.2219009399414
K04A,4640.0,80.0,31.741199493408203,-86.25769805908203
K04G,3073.0,50.0,41.134498596191406,-80.61810302734375
K04M,3200.0,60.0,33.92639923095703,-89.34010314941406
K04Y,3404.0,75.0,46.87939834594727,-96.3480987548828
K05C,4900.0,75.0,41.52099990844727,-87.39070129394531
K05D,3000.0,50.0,47.96440124511719,-102.4729995727539
K05U,7300.0,60.0,39.58969879150391,-116.00700378417967
K06A,5003.0,100.0,32.456199645996094,-85.67369842529297
K06C,3800.0,100.0,41.98759841918945,-88.09449768066406
K06D,2400.0,95.0,48.8843002319336,-99.6147003173828
K06D,4300.0,75.0,48.87969970703125,-99.6168975830078
K06M,3000.0,60.0,33.53120040893555,-89.31430053710938
K06U,6200.0,60.0,41.96780014038086,-114.65499877929688
K07,3028.0,38.0,37.93539810180664,-91.80829620361328
K07A,3660.0,80.0,32.16239929199219,-85.80590057373047
K07F,3301.0,75.0,32.5260009765625,-94.96880340576172
K07F,2301.0,50.0,32.524600982666016,-94.97119903564452
K07R,3200.0,50.0,27.606300354003903,-97.7499008178711
K07V,5798.0,60.0,37.52560043334961,-105.0
K08,4140.0,40.0,,
K08A,3011.0,80.0,32.52949905395508,-86.32330322265625
K08A,2876.0,130.0,32.52190017700195,-86.33399963378906
K08C,3920.0,49.0,42.93349838256836,-85.79949951171875
K08D,3900.0,60.0,48.29909896850586,-102.39900207519533
K08K,3900.0,150.0,40.64759826660156,-98.07330322265624
K08K,3745.0,60.0,40.64540100097656,-98.0823974609375
K08M,3000.0,50.0,32.756099700927734,-89.53040313720703
K09A,4080.0,80.0,32.11690139770508,-88.12149810791016
K09J,3715.0,75.0,31.06940078735352,-81.42720031738281
K09K,3000.0,50.0,41.63290023803711,-99.33920288085938
K09M,3000.0,50.0,33.98740005493164,-90.07520294189452
K09R,4000.0,60.0,30.769899368286133,-94.45670318603516
K0A2,3917.0,60.0,34.089900970458984,-82.56159973144531
K0A3,4107.0,75.0,35.98830032348633,-85.80349731445312
K0A4,3000.0,50.0,36.36690139770508,-82.30580139160156
K0A7,3075.0,40.0,35.304100036621094,-82.4301986694336
K0A8,4206.0,80.0,32.93610000610352,-87.08370208740234
K0A9,4529.0,70.0,36.3745002746582,-82.16690063476562
K0B1,3818.0,75.0,44.42210006713867,-70.80400085449219
K0B4,2150.0,125.0,42.604400634765625,-97.25250244140624
K0B4,3950.0,60.0,42.59930038452149,-97.2480010986328
K0B5,3013.0,75.0,42.58810043334961,-72.51940155029297
K0B8,1792.0,75.0,41.25320053100586,-72.02870178222656
K0B8,2328.0,100.0,41.25120162963867,-72.02760314941406
K0C0,3589.0,105.0,42.4005012512207,-88.62789916992188
K0C0,2633.0,100.0,42.40069961547852,-88.6281967163086
K0C0,2577.0,120.0,42.40019989013672,-88.63150024414062
K0C4,3600.0,60.0,42.10940170288086,-96.7249984741211
K0D8,2505.0,150.0,44.9900016784668,-99.95069885253906
K0D8,4400.0,75.0,44.981201171875,-99.94650268554688
K0E0,7700.0,75.0,34.985599517822266,-105.99700164794922
K0E8,5820.0,60.0,35.70970153808594,-108.2030029296875
K0F2,3603.0,60.0,33.59669876098633,-97.7750015258789
K0F4,2040.0,100.0,41.28839874267578,-98.98770141601562
K0F4,3900.0,60.0,41.281107,-98.987926
K0F7,3000.0,50.0,35.38460159301758,-95.60089874267578
K0F9,3100.0,50.0,34.19419860839844,-96.67449951171876
K0G3,3502.0,75.0,40.39649963378906,-96.16819763183594
K0G6,4781.0,75.0,41.46969985961914,-84.49870300292969
K0G7,3786.0,75.0,42.888301849365234,-76.78269958496094
K0G7,1850.0,60.0,42.88410186767578,-76.77539825439453
K0H1,4008.0,60.0,38.999000549316406,-99.89199829101562
K0I8,3852.0,75.0,38.36470031738281,-84.27690124511719
K0J4,3197.0,75.0,31.04599952697754,-86.30840301513672
K0J6,5002.0,80.0,31.36359977722168,-85.3031005859375
K0J6,2885.0,162.0,31.36090087890625,-85.3145980834961
K0J9,3000.0,50.0,40.863800048828125,-97.35330200195312
K0K7,3417.0,60.0,42.7327995300293,-94.2397003173828
K0L7,4600.0,75.0,35.77410125732422,-115.32599639892578
K0L7,3700.0,60.0,35.77199935913086,-115.32599639892578
K0L9,3400.0,50.0,36.31169891357422,-114.45800018310548
K0M0,5000.0,75.0,33.877899169921875,-91.53479766845705
K0M1,3980.0,75.0,35.63290023803711,-88.1250991821289
K0M2,3500.0,75.0,36.47999954223633,-89.34529876708984
K0M3,4000.0,75.0,35.55120086669922,-87.59529876708984
K0M4,5001.0,75.0,36.01520156860352,-88.11990356445312
K0M5,4000.0,75.0,36.12129974365234,-87.73470306396484
K0M8,3196.0,75.0,32.82229995727539,-91.1873016357422
K0M9,3000.0,75.0,32.406700134277344,-91.49829864501952
K0O2,3157.0,50.0,35.28110122680664,-116.08100128173828
K0Q5,3400.0,75.0,40.024200439453125,-124.06999969482422
K0R0,4460.0,70.0,31.300600051879883,-89.80709838867188
K0R0,2430.0,150.0,31.293800354003903,-89.8115005493164
K0R1,4952.0,80.0,31.0093994140625,-87.44670104980469
K0R3,5000.0,75.0,29.96940040588379,-92.0813980102539
K0R4,3700.0,75.0,31.557899475097656,-91.50289916992188
K0R5,3002.0,100.0,31.963699340820312,-92.65540313720705
K0R6,4326.0,50.0,33.5281982421875,-92.45780181884766
K0S0,3197.0,50.0,46.97880172729492,-118.58100128173828
K0S7,4014.0,50.0,48.9536018371582,-119.41000366210938
K0S9,3000.0,75.0,48.05279922485352,-122.80500030517578
K0V3,1275.0,300.0,40.5172004699707,-98.94309997558594
K0V3,3900.0,60.0,40.50920104980469,-98.94419860839844
K0V4,3798.0,60.0,37.144901275634766,-79.01119995117188
K0V6,3200.0,60.0,43.30440139770508,-100.6240005493164
K0V7,7140.0,75.0,36.71889877319336,-110.22100067138672
K0VG,5000.0,75.0,36.657501220703125,-83.21050262451172
K0W3,2000.0,75.0,39.56949996948242,-76.20330047607422
K0W3,2000.0,40.0,39.56610107421875,-76.19770050048828
K0W3,1600.0,75.0,39.56650161743164,-76.20030212402344
K10C,2802.0,36.0,42.402000427246094,-88.37100219726562
K10C,2141.0,125.0,42.40129852294922,-88.37359619140625
K10G,3498.0,65.0,40.53739929199219,-81.9480972290039
K10U,6700.0,60.0,41.96060180664063,-116.18000030517578
K11,2760.0,35.0,36.21989822387695,-95.64640045166016
K11,1550.0,110.0,,
K11A,5010.0,80.0,31.88249969482422,-85.47720336914062
K11R,5496.0,75.0,30.21150016784668,-96.3730010986328
K11V,4000.0,25.0,40.32709884643555,-104.60199737548828
K11V,2400.0,65.0,40.327599,-104.614998
K12D,3400.0,75.0,47.81829833984375,-92.2791976928711
K12G,1890.0,125.0,40.87689971923828,-82.6968994140625
K12G,3174.0,50.0,40.86750030517578,-82.69670104980469
K12J,5136.0,150.0,31.056400299072266,-87.06120300292969
K12J,5001.0,150.0,31.04450035095215,-87.05899810791016
K12J,3999.0,150.0,31.04560089111328,-87.06269836425781
K12K,3702.0,60.0,40.04219818115234,-98.0562973022461
K12K,3000.0,200.0,40.04290008544922,-98.0647964477539
K12N,1981.0,50.0,41.01119995117188,-74.73670196533203
K12V,3154.0,40.0,38.442901611328125,-82.19640350341797
K12Y,3005.0,75.0,44.4379997253418,-93.91190338134766
K13,1840.0,120.0,,
K13C,3500.0,75.0,43.45220184326172,-85.2582015991211
K13K,2075.0,55.0,37.85309982299805,-96.2885971069336
K13K,3503.0,60.0,37.84590148925781,-96.2925033569336
K14A,3147.0,40.0,35.61069869995117,-80.89579772949219
K14F,3200.0,50.0,32.84579849243164,-100.13700103759766
K14G,4137.0,60.0,41.33420181274414,-83.15239715576172
K14G,2238.0,130.0,41.32799911499024,-83.1636962890625
K14J,3050.0,75.0,31.414100646972656,-86.08899688720703
K14J,1900.0,100.0,31.41110038757324,-86.08439636230469
K14M,3000.0,50.0,33.18330001831055,-90.82579803466795
K14Y,3000.0,75.0,45.89459991455078,-94.87259674072266
K15F,3420.0,50.0,33.186798095703125,-99.71859741210938
K15J,5000.0,100.0,31.13999938964844,-83.4490966796875
K15J,4000.0,100.0,31.13479995727539,-83.44869995117188
K15M,4000.0,75.0,34.768001556396484,-88.16619873046875
K16D,4100.0,75.0,46.6072998046875,-95.5998992919922
K16G,4000.0,75.0,41.09709930419922,-83.20649719238281
K16J,4510.0,75.0,31.739200592041016,-84.41390228271484
K17,4000.0,120.0,37.5802001953125,-100.47000122070312
K17G,3895.0,75.0,40.78580093383789,-82.97059631347656
K17G,2900.0,75.0,40.78210067749024,-82.9697036743164
K17J,5777.0,100.0,31.014068,-84.877263
K17J,4000.0,150.0,,
K17J,4000.0,150.0,,
K17K,4210.0,60.0,36.778099060058594,-102.50499725341795
K17M,3104.0,50.0,31.85849952697754,-89.80059814453125
K17N,3500.0,50.0,39.7067985534668,-75.0270004272461
K17V,3860.0,40.0,40.625,-102.58899688720705
K17V,1650.0,30.0,40.620601654052734,-102.60299682617188
K18A,5000.0,75.0,34.34159851074219,-83.1229019165039
K18I,3000.0,75.0,36.699100494384766,-84.38839721679688
K18V,2500.0,90.0,40.10689926147461,-104.697998046875
K18V,4100.0,40.0,40.094200134277344,-104.6989974975586
K19A,5009.0,75.0,34.16949844360352,-83.5593032836914
K19M,3199.0,60.0,33.12979888916016,-90.02449798583984
K19N,3094.0,45.0,39.78179931640625,-74.94439697265625
K19S,2300.0,100.0,37.49649810791016,-100.82599639892578
K19S,4500.0,60.0,37.49079895019531,-100.83399963378906
K1A0,3025.0,50.0,35.19070053100586,-85.17430114746094
K1A3,3500.0,75.0,35.02090072631836,-84.34500122070312
K1A4,3256.0,75.0,31.10580062866211,-86.05829620361328
K1A5,5000.0,100.0,35.22480010986328,-83.41230010986328
K1A6,3631.0,75.0,36.609901428222656,-83.7313003540039
K1A7,3500.0,75.0,36.39239883422852,-85.6417007446289
K1A9,5400.0,100.0,32.43880081176758,-86.50389862060547
K1B0,1600.0,300.0,45.00419998168945,-69.23750305175781
K1B0,3009.0,80.0,45.00139999389648,-69.23280334472656
K1B1,5350.0,100.0,42.29850006103516,-73.70829772949219
K1B2,3700.0,50.0,41.36360168457031,-70.52639770507812
K1B2,2700.0,50.0,41.35860061645508,-70.52249908447266
K1B2,2600.0,50.0,41.36190032958984,-70.5250015258789
K1B6,3172.0,90.0,42.102298736572266,-71.50869750976562
K1B9,2200.0,100.0,42.00439834594727,-71.19999694824219
K1B9,3500.0,75.0,41.99739837646485,-71.19110107421875
K1C1,3409.0,50.0,40.44430160522461,-88.12770080566406
K1C2,2362.0,50.0,41.48210144042969,-87.9188003540039
K1C2,2877.0,50.0,41.47710037231445,-87.91690063476562
K1C5,3362.0,50.0,41.69139862060547,-88.12899780273438
K1D1,3607.0,150.0,45.23040008544922,-96.56060028076172
K1D1,4000.0,60.0,45.22800064086914,-96.55970001220705
K1D3,3100.0,60.0,43.401100158691406,-98.82759857177734
K1D7,2200.0,150.0,45.29690170288086,-97.5167007446289
K1D7,3700.0,60.0,45.29010009765625,-97.50569915771484
K1D8,2600.0,250.0,44.86330032348633,-98.52940368652344
K1D8,3300.0,60.0,44.856201171875,-98.52559661865234
K1F0,5000.0,75.0,34.140098571777344,-97.12249755859376
K1F4,3005.0,50.0,34.13629913330078,-96.8125991821289
K1F5,1750.0,150.0,39.36940002441406,-100.4290008544922
K1F5,4400.0,50.0,39.3656005859375,-100.43599700927734
K1G0,4199.0,75.0,41.3916015625,-83.61990356445312
K1G0,2628.0,50.0,41.38619995117188,-83.63420104980469
K1G1,3053.0,48.0,41.33190155029297,-82.0947036743164
K1G3,4000.0,60.0,41.15679931640625,-81.41400146484375
K1G3,2400.0,165.0,41.15420150756836,-81.41609954833984
K1G3,1170.0,55.0,41.153099060058594,-81.41500091552734
K1G4,5058.0,60.0,35.97650146484375,-113.81800079345705
K1G5,2867.0,60.0,41.13479995727539,-81.76180267333984
K1G5,3556.0,75.0,41.13240051269531,-81.76090240478516
K1H0,3120.0,220.0,38.72980117797852,-90.5000991821289
K1H0,4500.0,75.0,38.72010040283203,-90.50759887695312
K1H2,3400.0,60.0,39.074501037597656,-88.53350067138672
K1H2,5100.0,75.0,39.06809997558594,-88.5248031616211
K1H3,3400.0,60.0,38.47129821777344,-91.8104019165039
K1H5,3502.0,60.0,36.984901428222656,-91.9530029296875
K1H8,4002.0,75.0,39.30649948120117,-87.9988021850586
K1H8,1965.0,100.0,39.30049896240234,-88.00569915771484
K1I5,2275.0,22.0,42.363399505615234,-74.06189727783203
K1I7,3750.0,40.0,39.70669937133789,-87.40029907226562
K1J0,4000.0,75.0,30.85120010375977,-85.60030364990234
K1J6,3300.0,72.0,29.104400634765625,-81.30860137939453
K1K2,3010.0,60.0,34.85329818725586,-97.58409881591795
K1K4,3006.0,60.0,35.15169906616211,-97.466796875
K1K4,1803.0,60.0,35.15299987792969,-97.47039794921876
K1K7,4579.0,45.0,37.57440185546875,-95.83699798583984
K1K9,3250.0,40.0,37.46030044555664,-100.98200225830078
K1L0,3999.0,75.0,30.08169937133789,-90.58180236816406
K1L1,4620.0,60.0,37.78120040893555,-114.4209976196289
K1L3,5040.0,70.0,35.437198638916016,-114.90899658203124
K1L7,5000.0,60.0,37.7401008605957,-111.56500244140624
K1L8,3410.0,40.0,37.1343002319336,-113.30799865722656
K1L9,5000.0,75.0,37.86330032348633,-112.80899810791016
K1M2,3000.0,50.0,33.14870071411133,-90.51270294189452
K1M4,5008.0,100.0,34.27349853515625,-87.60070037841797
K1M5,5000.0,100.0,36.59960174560547,-86.47530364990234
K1M9,4800.0,100.0,36.82400131225586,-87.90470123291016
K1MO,3590.0,50.0,37.12149810791016,-92.3051986694336
K1N1,4830.0,30.0,35.09320068359375,-106.15899658203124
K1N7,3100.0,70.0,40.97320175170898,-74.99259948730469
K1O1,1540.0,75.0,34.243499755859375,-98.7394027709961
K1O1,3100.0,75.0,34.23509979248047,-98.73870086669922
K1O2,3597.0,60.0,38.98820114135742,-122.8949966430664
K1O3,3735.0,42.0,38.20270156860352,-121.26300048828124
K1O3,2073.0,26.0,38.19969940185547,-121.26499938964844
K1O4,3100.0,50.0,35.730098724365234,-98.7301025390625
K1O5,2080.0,100.0,41.73270034790039,-122.54299926757812
K1O5,3360.0,50.0,41.72579956054688,-122.54299926757812
K1O8,3062.0,50.0,34.45439910888672,-99.17130279541016
K1Q2,4600.0,50.0,40.64400100708008,-120.7689971923828
K1Q4,3530.0,60.0,37.67409896850586,-121.2969970703125
K1R1,3805.0,75.0,31.66209983825684,-92.15809631347656
K1R3,30.0,30.0,,
K1R4,3100.0,75.0,31.13039970397949,-92.4998016357422
K1R7,5000.0,75.0,31.61050033569336,-90.40339660644533
K1R8,5500.0,79.0,30.870899200439453,-87.81060028076172
K1S3,4799.0,75.0,46.27040100097656,-106.61399841308594
K1S5,3423.0,60.0,46.32699966430664,-119.96399688720705
K1S9,3446.0,48.0,48.30939865112305,-117.74500274658205
K1T7,3000.0,40.0,29.810300827026367,-98.42140197753906
K1U2,3300.0,40.0,43.85430145263672,-112.49700164794922
K1U7,5730.0,75.0,42.24810028076172,-111.3290023803711
K1U7,4590.0,70.0,42.24150085449219,-111.34500122070312
K1V0,4995.0,60.0,36.81060028076172,-107.64299774169922
K1V2,3975.0,50.0,42.00510025024414,-101.7689971923828
K1V6,5399.0,75.0,38.42559814453125,-105.0999984741211
K1V6,3261.0,35.0,38.42169952392578,-105.10199737548828
K1V8,7000.0,50.0,37.778,-106.038002
K1X1,3969.0,60.0,36.10060119628906,-100.0270004272461
K20A,4210.0,80.0,33.97439956665039,-86.37409973144531
K20M,3000.0,50.0,33.129398345947266,-88.5354995727539
K20N,3100.0,60.0,41.9818000793457,-73.96040344238281
K20R,3550.0,100.0,28.69420051574707,-99.81390380859376
K20U,4200.0,60.0,46.921199798583984,-103.97599792480467
K20V,5540.0,75.0,40.051700592041016,-106.36000061035156
K21,7900.0,500.0,,
K21D,2497.0,75.0,45.0009994506836,-92.85099792480467
K21D,2850.0,75.0,44.99380111694336,-92.85340118408205
K21F,3220.0,75.0,33.224300384521484,-98.14630126953124
K22F,3300.0,50.0,33.224700927734375,-100.56800079345705
K22I,3725.0,75.0,39.3291015625,-82.43509674072266
K22M,3000.0,50.0,34.27429962158203,-89.03379821777344
K22N,3000.0,60.0,40.81100082397461,-75.75640106201172
K22S,4300.0,60.0,42.712799072265625,-120.55899810791016
K23,2337.0,125.0,,
K23M,3200.0,60.0,32.0807991027832,-88.73719787597656
K23R,3400.0,60.0,29.1338005065918,-98.94139862060548
K24A,3003.0,50.0,35.31420135498047,-83.20680236816406
K24F,3200.0,60.0,32.74860000610352,-94.30020141601562
K24J,4037.0,75.0,30.302099227905277,-83.0186996459961
K24N,7500.0,75.0,36.81819915771485,-106.88500213623048
K24R,3400.0,60.0,28.68280029296875,-99.18489837646484
K25D,2650.0,150.0,45.245399475097656,-92.99109649658205
K25J,3000.0,60.0,31.697799682617188,-84.82679748535156
K25M,4400.0,75.0,34.727901458740234,-89.01080322265625
K26,2600.0,50.0,39.30889892578125,-93.50659942626952
K26A,3997.0,80.0,33.28400039672852,-85.80249786376953
K26R,3393.0,70.0,28.996999740600582,-96.5792999267578
K26U,5900.0,60.0,41.99420166015625,-117.7229995727539
K27,2600.0,21.0,,
K27A,4000.0,75.0,34.09439849853516,-82.8093032836914
K27K,5498.0,100.0,38.2411994934082,-84.43049621582031
K27R,4300.0,60.0,30.856300354003903,-100.61100006103516
K28J,4999.0,200.0,29.65999984741211,-81.681396484375
K28J,5999.0,100.0,29.658599853515625,-81.68109893798828
K28J,3000.0,75.0,29.658300399780277,-81.68329620361328
K28J,3510.0,75.0,29.65279960632324,-81.68779754638672
K29,3000.0,60.0,,
K29D,4500.0,75.0,41.14580154418945,-80.15959930419922
K29S,3200.0,55.0,45.048099517822266,-110.74099731445312
K2A0,5000.0,75.0,35.4922981262207,-84.9271011352539
K2A1,3498.0,75.0,36.34489822387695,-84.94670104980469
K2A2,4795.0,50.0,35.654300689697266,-92.39710235595705
K2A5,3800.0,40.0,35.91680145263672,-79.61579895019531
K2A6,4469.0,50.0,34.577301025390625,-91.16130065917967
K2B3,1950.0,80.0,43.39939880371094,-72.19120025634766
K2B3,3450.0,50.0,43.39250183105469,-72.19110107421875
K2B7,4000.0,100.0,44.77389907836914,-69.3760986328125
K2C8,3299.0,60.0,48.77949905395508,-97.63020324707033
K2CB,3200.0,50.0,29.956899642944336,-81.97889709472656
K2CB,2200.0,50.0,29.95330047607422,-81.97669982910156
K2D5,3505.0,60.0,46.17110061645508,-98.07510375976562
K2D5,1925.0,200.0,46.16830062866211,-98.0792007446289
K2E3,3605.0,35.0,36.18190002441406,-101.69200134277344
K2E5,4685.0,55.0,31.94770050048828,-105.18399810791016
K2E7,3100.0,50.0,35.24440002441406,-100.53800201416016
K2E7,3225.0,50.0,35.24250030517578,-100.54399871826172
K2F0,2755.0,50.0,30.90690040588379,-101.88300323486328
K2F0,4085.0,60.0,30.899999618530277,-101.88800048828124
K2F1,3600.0,60.0,35.23109817504883,-100.18499755859376
K2F4,2543.0,33.0,33.18220138549805,-101.81199645996094
K2F4,3278.0,50.0,33.17250061035156,-101.81999969482422
K2F5,4000.0,50.0,32.76070022583008,-101.91899871826172
K2F5,5000.0,75.0,32.74720001220703,-101.91400146484376
K2F7,3909.0,60.0,33.287498474121094,-95.89669799804688
K2G1,2181.0,38.0,41.6697998046875,-81.1957015991211
K2G2,5000.0,75.0,40.35599899291992,-80.69519805908203
K2G4,5000.0,75.0,39.58209991455078,-79.32720184326172
K2G9,2695.0,204.0,40.034400939941406,-79.01080322265625
K2G9,5002.0,75.0,40.042701721191406,-79.00759887695312
K2GC,3500.0,30.0,34.879398345947266,-78.83450317382812
K2H0,2585.0,200.0,39.411399841308594,-88.84200286865234
K2H0,3264.0,200.0,39.40560150146485,-88.83979797363281
K2H0,4099.0,75.0,39.40700149536133,-88.84750366210938
K2H2,3002.0,60.0,36.95819854736328,-93.69539642333984
K2H9,3700.0,40.0,48.66189956665039,-99.85030364990234
K2I0,6050.0,100.0,37.36109924316406,-87.39009857177734
K2I3,3200.0,75.0,37.61370086669922,-86.50579833984375
K2IS,5950.0,75.0,26.729400634765625,-81.04460144042969
K2J2,3698.0,75.0,31.780799865722656,-81.63719940185547
K2J3,5000.0,100.0,32.981201171875,-82.37889862060547
K2J5,4000.0,75.0,32.88819885253906,-81.96399688720703
K2K3,2140.0,60.0,37.5797004699707,-101.72699737548828
K2K3,4100.0,60.0,37.578800201416016,-101.73400115966795
K2K4,4200.0,75.0,34.88679885864258,-99.5281982421875
K2K7,2998.0,46.0,37.43830108642578,-95.6447982788086
K2K7,2050.0,45.0,37.43370056152344,-95.64299774169922
K2K9,3710.0,30.0,35.82559967041016,-95.66690063476562
K2L0,3000.0,75.0,31.33810043334961,-92.443603515625
K2M0,4099.0,75.0,37.11899948120117,-87.85189819335938
K2M2,5003.0,100.0,35.22760009765625,-87.25599670410156
K2M4,3600.0,75.0,32.348899841308594,-89.48680114746094
K2M8,3500.0,75.0,35.274200439453125,-89.93190002441406
K2M8,1600.0,75.0,,
K2MO,3195.0,60.0,37.06330108642578,-93.8843002319336
K2O1,4105.0,60.0,39.94469833374024,-120.93800354003906
