airport_ident,length_ft,width_ft,he_latitude_deg,he_longitude_deg
K2O3,3217.0,50.0,38.57559967041016,-122.43499755859376
K2O6,3250.0,60.0,37.10940170288086,-120.24299621582033
K2O7,1498.0,30.0,36.81779861450195,-118.2030029296875
K2O7,3533.0,60.0,36.81159973144531,-118.2020034790039
K2O8,4000.0,60.0,35.50170135498047,-98.34239959716795
K2R0,5000.0,75.0,31.65250015258789,-88.6321029663086
K2R1,3000.0,75.0,29.90220069885254,-91.66329956054688
K2R2,4400.0,100.0,39.74079895019531,-86.4751968383789
K2R4,3701.0,75.0,30.63249969482422,-86.9937973022461
K2R5,3998.0,80.0,30.50469970703125,-88.26969909667969
K2R6,3005.0,75.0,30.952600479125977,-92.23410034179688
K2R7,3000.0,75.0,30.816699981689453,-90.1082992553711
K2R9,3218.0,60.0,28.820600509643555,-97.8646011352539
K2RR,4950.0,75.0,27.773099899291992,-81.20079803466797
K2S4,2811.0,60.0,46.96110153198242,-119.06700134277344
K2S7,3735.0,60.0,42.57809829711914,-121.8759994506836
K2S8,3119.0,35.0,47.7577018737793,-118.73899841308594
K2S9,3005.0,52.0,46.69469833374024,-123.81900024414062
K2T1,5100.0,60.0,34.18659973144531,-102.63300323486328
K2V5,5040.0,70.0,40.09429931640625,-102.23600006103516
K2V5,5400.0,75.0,40.09299850463867,-102.24099731445312
K2V6,2900.0,40.0,40.10079956054688,-102.70700073242188
K2V6,4200.0,75.0,40.09870147705078,-102.71399688720705
K2W5,1860.0,100.0,38.60409927368164,-77.07219696044922
K2W5,3000.0,50.0,38.59590148925781,-77.0719985961914
K2W6,4150.0,75.0,38.3140983581543,-76.54309844970703
K2Y4,3500.0,60.0,42.385398864746094,-94.61309814453124
K30,2200.0,24.0,,
K30K,3000.0,75.0,37.90280151367188,-100.53099822998048
K31,2570.0,120.0,,
K31E,3200.0,60.0,39.66230010986328,-74.30380249023438
K32A,5325.0,75.0,35.084999084472656,-93.41899871826172
K32S,3800.0,60.0,46.52149963378906,-114.0469970703125
K33J,3984.0,98.0,31.050899505615234,-85.86289978027344
K33K,3290.0,56.0,37.90449905395508,-99.40380096435548
K33M,3000.0,50.0,34.16320037841797,-89.68370056152344
K33N,3582.0,60.0,39.21969985961914,-75.5905990600586
K33R,3500.0,60.0,31.080299377441406,-95.1624984741211
K33S,3635.0,40.0,47.12760162353516,-118.38600158691406
K33U,4650.0,150.0,40.92490005493164,-109.38099670410156
K33U,4450.0,100.0,40.92169952392578,-109.38200378417967
K33U,6000.0,60.0,40.91310119628906,-109.38200378417967
K33V,5901.0,75.0,40.75579833984375,-106.26399993896484
K34,2154.0,80.0,38.80690002441406,-94.95449829101562
K34,2960.0,39.0,38.80989837646485,-94.94860076904295
K34,3373.0,90.0,38.80080032348633,-94.95890045166016
K34M,3000.0,50.0,36.48189926147461,-90.01499938964844
K34R,3210.0,60.0,29.385499954223636,-96.95600128173828
K35A,3508.0,60.0,34.69020080566406,-81.63690185546875
K35D,4300.0,75.0,42.52930068969727,-85.814697265625
K35D,1598.0,150.0,42.52980041503906,-85.82489776611328
K35S,3450.0,60.0,45.58940124511719,-120.66799926757812
K36K,2600.0,90.0,37.97359848022461,-101.2490005493164
K36K,3400.0,40.0,37.96500015258789,-101.25499725341795
K36S,3000.0,50.0,41.79249954223633,-123.38400268554688
K36U,6898.0,75.0,40.48789978027344,-111.41899871826172
K37F,3200.0,50.0,33.48040008544922,-99.58599853515624
K37K,4400.0,75.0,33.91999816894531,-97.29750061035156
K37T,3000.0,60.0,36.16210174560547,-92.1427993774414
K37V,3000.0,50.0,40.33570098876953,-99.90440368652344
K38D,3404.0,50.0,40.94820022583008,-80.85649871826172
K38D,2593.0,85.0,40.94779968261719,-80.85659790039062
K38J,3386.0,50.0,33.727298736572266,-79.5105972290039
K38S,4400.0,75.0,46.3843994140625,-112.76100158691406
K38U,5900.0,75.0,38.35599899291992,-111.58999633789062
K39N,3500.0,75.0,40.399200439453125,-74.65270233154297
K3A2,3000.0,75.0,36.41180038452149,-83.5510025024414
K3A4,3063.0,30.0,35.937801361083984,-79.68509674072266
K3A7,3600.0,80.0,32.81639862060547,-87.86000061035156
K3AK,3600.0,170.0,,
K3AU,4199.0,60.0,37.66590118408203,-97.07839965820312
K3B0,3500.0,75.0,42.105899810791016,-72.03790283203125
K3B0,1450.0,100.0,42.10169982910156,-72.03939819335938
K3B1,3000.0,75.0,45.46770095825195,-69.55180358886719
K3B1,3999.0,75.0,45.459999084472656,-69.5438003540039
K3B4,2701.0,50.0,43.14189910888672,-70.76750183105469
K3B5,2151.0,100.0,44.1879997253418,-70.22920227050781
K3B5,2104.0,50.0,44.18830108642578,-70.22869873046875
K3BS,3800.0,75.0,43.66540145874024,-84.25289916992188
K3BS,3000.0,75.0,43.65900039672852,-84.26409912109375
K3C8,7001.0,200.0,40.92340087890625,-72.8010025024414
K3C8,10001.0,200.0,40.905799865722656,-72.76679992675781
K3CK,3058.0,50.0,42.20750045776367,-88.31759643554688
K3CM,2619.0,75.0,43.54909896850586,-83.8927993774414
K3CM,3800.0,75.0,43.54199981689453,-83.89450073242188
K3CU,2840.0,200.0,46.19720077514648,-91.24520111083984
K3CU,3709.0,75.0,46.189300537109375,-91.24449920654295
K3DW,4035.0,50.0,37.22079849243164,-93.24169921875
K3E0,4060.0,50.0,35.718299865722656,-100.5989990234375
K3F2,3700.0,60.0,32.41170120239258,-99.00029754638672
K3F3,5070.0,150.0,32.07559967041016,-93.75890350341795
K3F3,4500.0,100.0,32.06729888916016,-93.76629638671876
K3F4,2998.0,75.0,32.86140060424805,-94.00530242919922
K3F6,3186.0,50.0,34.02330017089844,-100.28199768066406
K3F7,3400.0,45.0,35.80220031738281,-96.4219970703125
K3F9,3203.0,40.0,32.672298431396484,-95.51090240478516
K3FU,3000.0,60.0,45.02740097045898,-99.1085968017578
K3G1,3030.0,60.0,42.04439926147461,-79.84850311279297
K3G2,3437.0,92.0,48.29219818115234,-95.62529754638672
K3G3,3529.0,75.0,41.00630187988281,-81.75399780273438
K3G3,2155.0,40.0,41.00550079345703,-81.75489807128906
K3G4,3502.0,75.0,40.90779876708984,-82.25559997558594
K3G5,4500.0,50.0,39.4541015625,-79.6603012084961
K3G6,2768.0,45.0,40.90219879150391,-80.99929809570312
K3GM,3750.0,75.0,43.03419876098633,-86.18930053710938
K3GM,2060.0,60.0,43.03099822998047,-86.20149993896484
K3GV,2200.0,20.0,39.01729965209961,-94.20989990234376
K3GV,4501.0,44.0,39.01399993896485,-94.20780181884766
K3H4,3300.0,60.0,47.35499954223633,-97.05940246582033
K3HO,3125.0,40.0,41.55160140991211,-87.26390075683594
K3I2,4000.0,75.0,38.91699981689453,-82.09220123291016
K3I3,3557.0,50.0,39.54930114746094,-87.37020111083984
K3I3,1978.0,50.0,39.543399810791016,-87.37889862060547
K3I4,3360.0,60.0,38.25749969482422,-80.6447982788086
K3I7,3000.0,40.0,39.91709899902344,-84.39830017089844
K3J0,3580.0,60.0,32.86589813232422,-81.0779037475586
K3J1,4200.0,7075.0,32.49589920043945,-80.99019622802734
K3J7,5500.0,75.0,33.60070037841797,-83.13159942626953
K3JC,1927.0,200.0,39.04410171508789,-96.83910369873048
K3JC,1915.0,140.0,39.039798736572266,-96.8395004272461
K3JC,3495.0,75.0,39.039798736572266,-96.84600067138672
K3K3,3000.0,40.0,37.98860168457031,-101.74299621582033
K3K3,4600.0,75.0,37.99580001831055,-101.7490005493164
K3K6,2662.0,50.0,38.73030090332031,-89.80329895019531
K3K7,2163.0,40.0,38.45690155029297,-101.35299682617188
K3K7,5100.0,50.0,,
K3K8,4500.0,60.0,37.21670150756836,-99.3313980102539
K3L2,3340.0,45.0,35.802101135253906,-115.61900329589844
K3L2,3300.0,105.0,35.793399810791016,-115.625
K3LF,3901.0,75.0,39.16740036010742,-89.67009735107422
K3LF,4003.0,75.0,39.15219879150391,-89.67230224609375
K3M2,3403.0,79.0,34.14860153198242,-87.32499694824219
K3M7,3991.0,75.0,36.52379989624024,-86.05750274658203
K3M8,5144.0,80.0,33.393798828125,-88.00559997558594
K3M9,3829.0,50.0,33.56460189819336,-92.08159637451172
K3MY,3600.0,60.0,40.79029846191406,-89.61280059814453
K3N6,3594.0,50.0,40.33340072631836,-74.34230041503906
K3O1,3200.0,60.0,37.25830078125,-120.96499633789062
K3O3,3003.0,60.0,34.97919845581055,-97.3821029663086
K3O4,5017.0,130.0,35.160701751708984,-99.65779876708984
K3O9,3925.0,60.0,36.57160186767578,-94.86109924316406
K3P3,3500.0,60.0,46.35860061645508,-102.31600189208984
K3R2,4300.0,150.0,30.16519927978516,-92.4800033569336
K3R2,4000.0,150.0,30.15719985961914,-92.48040008544922
K3R4,1800.0,75.0,31.54800033569336,-93.48989868164062
K3R4,4000.0,75.0,31.54170036315918,-93.47889709472656
K3R7,5000.0,75.0,30.24469947814941,-92.6697006225586
K3R7,3598.0,75.0,30.23780059814453,-92.66639709472656
K3R7,2000.0,150.0,30.23979949951172,-92.6676025390625
K3R9,3930.0,70.0,30.35219955444336,-97.99330139160156
K3RC,3650.0,75.0,44.47269821166992,-84.5604019165039
K3RC,2500.0,100.0,44.472900390625,-84.56639862060547
K3S4,4807.0,75.0,42.0973014831543,-123.68499755859376
K3S8,3999.0,75.0,42.50579833984375,-123.38300323486328
K3S9,3500.0,60.0,45.24660110473633,-120.16000366210938
K3SQ,3451.0,49.0,38.8468017578125,-90.49549865722656
K3SQ,2310.0,103.0,38.84700012207031,-90.49569702148438
K3SQ,2145.0,100.0,38.846900939941406,-90.50070190429688
K3T3,3300.0,60.0,45.04449844360352,-92.01499938964844
K3T5,5001.0,75.0,29.90139961242676,-96.94760131835938
K3TR,3315.0,50.0,41.8400993347168,-86.22209930419922
K3TR,4100.0,75.0,41.8307991027832,-86.220703125
K3U3,4515.0,60.0,46.153099060058594,-112.8560028076172
K3U3,6011.0,75.0,46.14720153808594,-112.87100219726562
K3U4,3830.0,95.0,45.59560012817383,-106.26300048828124
K3U7,6000.0,100.0,47.47529983520508,-112.86100006103516
K3U8,3600.0,60.0,48.16310119628906,-110.10800170898438
K3U8,2975.0,50.0,48.159400939941406,-110.1060028076172
K3U8,1430.0,55.0,,
K3V0,4000.0,50.0,43.71910095214844,-103.34700012207033
K3V5,5326.0,44.0,40.58380126953125,-105.03399658203124
K3V5,3400.0,50.0,40.58610153198242,-105.03600311279295
K3V7,3770.0,50.0,45.12419891357422,-105.08499908447266
K3W7,4199.0,75.0,47.92559814453125,-119.07599639892578
K3W8,2100.0,150.0,45.79930114746094,-99.63690185546876
K3W8,3100.0,60.0,45.79690170288086,-99.63780212402344
K3Y2,4248.0,50.0,42.97930145263672,-91.7895965576172
K3Y3,3000.0,50.0,41.359901428222656,-94.0177001953125
K40,2000.0,500.0,,
K40G,4199.0,45.0,35.65589904785156,-112.14600372314452
K40J,4378.0,150.0,30.06889915466309,-83.57250213623047
K40J,4754.0,150.0,30.06909942626953,-83.57129669189453
K40J,4986.0,100.0,30.062400817871094,-83.58519744873047
K40U,5300.0,60.0,40.98699951171875,-109.66899871826172
K41A,3207.0,75.0,32.51169967651367,-85.87220001220703
K41F,4600.0,60.0,33.99599838256836,-101.33000183105467
K41N,3000.0,30.0,41.2151985168457,-80.97000122070312
K41U,4584.0,75.0,39.33580017089844,-111.5989990234375
K42A,4003.0,75.0,36.07569885253906,-91.82659912109376
K42I,3100.0,26.0,40.00680160522461,-82.00769805908203
K42J,5044.0,100.0,29.846399307250977,-82.04080200195312
K42J,4899.0,75.0,29.846399307250977,-82.04119873046875
K42J,4400.0,150.0,29.83690071105957,-82.05359649658203
K42M,4200.0,49.0,36.52230072021485,-91.5647964477539
K42S,3030.0,60.0,48.11489868164063,-105.1760025024414
K42U,3904.0,50.0,41.15230178833008,-111.76200103759766
K42V,3500.0,25.0,40.05390167236328,-101.54399871826172
K43,2805.0,49.0,40.536399841308594,-93.02490234375
K43A,3500.0,60.0,35.392799377441406,-79.79049682617188
K43B,3520.0,75.0,44.72299957275391,-67.98590087890625
K43D,3125.0,60.0,47.36190032958984,-118.66999816894533
K43U,4260.0,60.0,39.52920150756836,-111.47000122070312
K44C,3300.0,50.0,42.499698638916016,-88.96209716796875
K44N,3828.0,60.0,41.702598571777344,-73.73470306396484
K44U,3855.0,60.0,39.033199310302734,-111.83399963378906
K45G,3120.0,24.0,42.57320022583008,-83.77490234375
K45K,3970.0,20.0,39.08940124511719,-97.71890258789062
K45R,4302.0,75.0,30.33180046081543,-94.25309753417967
K46D,2255.0,43.0,47.45330047607422,-99.14969635009766
K46D,4200.0,75.0,47.44670104980469,-99.14559936523438
K46U,5625.0,35.0,43.17839813232422,-111.03600311279295
K47A,3412.0,75.0,34.3140983581543,-84.42009735107422
K47K,3405.0,50.0,38.204498291015625,-97.50170135498048
K47N,3509.0,50.0,40.527099609375,-74.59320068359375
K47V,3400.0,60.0,40.63359832763672,-100.46499633789062
K47V,2200.0,290.0,40.63290023803711,-100.47100067138672
K48A,3202.0,50.0,32.402400970458984,-83.27220153808594
K48D,3500.0,75.0,43.84099960327149,-84.73580169677734
K48D,2500.0,75.0,43.83150100708008,-84.73660278320312
K48I,3995.0,60.0,38.692402,-80.650703
K48K,3156.0,48.0,38.46680068969727,-99.90809631347656
K48S,4100.0,60.0,48.56589889526367,-108.76799774169922
K48S,1942.0,120.0,48.55889892578125,-108.76699829101562
K49A,3507.0,75.0,34.63209915161133,-84.52230072021484
K49B,5100.0,60.0,44.41529846191406,-103.36599731445312
K49R,3975.0,50.0,29.74049949645996,-99.7583999633789
K49X,5000.0,75.0,34.520599365234375,-114.43099975585938
K4A0,3000.0,40.0,33.534400939941406,-84.17440032958984
K4A4,4004.0,75.0,34.018001556396484,-85.13990020751953
K4A5,4003.0,75.0,35.902198791503906,-92.6511001586914
K4A6,5250.0,80.0,34.69440078735352,-86.00060272216797
K4A7,5500.0,75.0,33.3942985534668,-84.32369995117188
K4A9,5001.0,100.0,34.479000091552734,-85.71610260009766
K4B6,4040.0,60.0,43.8828010559082,-73.41300201416016
K4B7,3000.0,60.0,43.85919952392578,-73.7394027709961
K4B8,3612.0,75.0,41.69499969482422,-72.86250305175781
K4C8,3400.0,60.0,40.99330139160156,-92.76090240478516
K4D0,3200.0,75.0,42.7760009765625,-84.7240982055664
K4D0,2580.0,120.0,42.770301818847656,-84.73690032958984
K4E7,3500.0,60.0,46.00859832763672,-98.50859832763672
K4E7,2600.0,50.0,46.00719833374024,-98.51529693603516
K4F2,4000.0,75.0,32.17060089111328,-94.29859924316406
K4F7,3464.0,50.0,33.79909896850586,-93.36229705810548
K4F8,3000.0,50.0,33.44419860839844,-93.05419921875
K4F9,3750.0,50.0,46.34310150146485,-98.27989959716795
K4G4,4012.0,50.0,40.96160125732422,-80.67009735107422
K4G5,3805.0,75.0,39.78120040893555,-81.09660339355469
K4G6,5000.0,75.0,42.3754997253418,-77.67970275878906
K4G8,2580.0,85.0,41.32279968261719,-81.95929718017578
K4G8,2947.0,65.0,41.31489944458008,-81.95999908447266
K4G8,3152.0,40.0,41.31439971923828,-81.96060180664062
K4I0,3515.0,60.0,37.69049835205078,-82.256103515625
K4I3,5001.0,75.0,40.32780075073242,-82.51490020751953
K4I7,5000.0,100.0,39.62670135498047,-86.81400299072266
K4I9,3497.0,75.0,40.52439880371094,-82.84380340576172
K4J1,3000.0,50.0,31.21150016784668,-81.9052963256836
K4J2,4006.0,75.0,31.212099075317383,-83.21990203857422
K4J5,3600.0,75.0,30.805299758911133,-83.58080291748047
K4J6,5000.0,100.0,30.760099411010746,-81.55339813232422
K4J6,4000.0,75.0,30.74799919128418,-81.55500030517578
K4J8,3000.0,50.0,32.38370132446289,-82.56230163574219
K4K3,2925.0,40.0,39.212799072265625,-93.92330169677734
K4K3,3100.0,125.0,39.20669937133789,-93.9228973388672
K4K3,2250.0,125.0,39.20660018920898,-93.93049621582033
K4K6,3401.0,50.0,40.72740173339844,-92.4281997680664
K4M1,3555.0,75.0,36.3827018737793,-93.6187973022461
K4M2,3254.0,50.0,35.14939880371094,-93.85790252685548
K4M3,4500.0,75.0,34.80580139160156,-91.7074966430664
K4M3,4500.0,150.0,34.804298400878906,-91.70919799804688
K4M7,3999.0,75.0,36.80239868164063,-86.80400085449219
K4M9,4299.0,60.0,36.39830017089844,-90.64800262451172
K4N1,3470.0,60.0,41.13159942626953,-74.341796875
K4O4,5000.0,75.0,33.91569900512695,-94.8561019897461
K4O5,3570.0,50.0,36.78310012817383,-98.3584976196289
K4P3,3100.0,60.0,44.00249862670898,-96.5875015258789
K4R1,3000.0,75.0,31.01180076599121,-89.48040008544922
K4R3,5003.0,80.0,31.477399826049805,-87.89469909667969
K4R4,6604.0,100.0,30.46949958801269,-87.8761978149414
K4R5,3000.0,75.0,46.79180145263672,-90.75489807128906
K4R7,5001.0,75.0,30.4596004486084,-92.4218978881836
K4R9,3000.0,80.0,30.25819969177246,-88.12349700927734
K4S1,3200.0,75.0,42.40919876098633,-124.42400360107422
K4S2,3040.0,75.0,45.67279815673828,-121.53099822998048
K4S3,5200.0,60.0,45.35260009765625,-117.2519989013672
K4S9,3600.0,100.0,45.211700439453125,-122.58799743652344
K4SD,7608.0,150.0,39.662200927734375,-119.86499786376952
K4SD,9000.0,150.0,39.66130065917969,-119.86699676513672
K4T2,3000.0,125.0,32.972900390625,-97.4802017211914
K4T2,6000.0,125.0,32.962501525878906,-97.48709869384766
K4U6,2500.0,195.0,47.41809844970703,-105.54900360107422
K4U6,4100.0,75.0,47.41249847412109,-105.54499816894533
K4U9,7000.0,70.0,44.726898193359375,-112.71499633789062
K4V0,2100.0,60.0,40.098899841308594,-108.75599670410156
K4V0,6408.0,75.0,40.09590148925781,-108.7519989013672
K4V1,2500.0,40.0,37.69990158081055,-104.78500366210938
K4V1,4896.0,60.0,37.69620132446289,-104.7750015258789
K4V4,3160.0,60.0,47.72430038452149,-97.58399963378906
K4V9,3700.0,60.0,42.1151008605957,-98.03780364990234
K4V9,3310.0,50.0,42.11140060424805,-98.03589630126952
K4X4,3600.0,60.0,44.05860137939453,-98.5250015258789
K4Y4,4285.0,40.0,44.91600036621094,-84.86979675292969
K50,1600.0,50.0,37.56800079345703,-97.1728973388672
K50,2507.0,40.0,37.5630989074707,-97.17489624023438
K50D,2700.0,145.0,46.01380157470703,-88.27189636230469
K50D,3700.0,50.0,46.00680160522461,-88.26740264892578
K50F,4092.0,60.0,32.57619857788086,-97.5897979736328
K50I,3504.0,50.0,40.75870132446289,-87.4218978881836
K50R,4001.0,75.0,29.84480094909668,-97.67259979248048
K51A,3000.0,60.0,32.282798767089844,-83.43370056152344
K51D,3600.0,60.0,46.34439849853516,-98.73169708251952
K51J,3700.0,75.0,33.85860061645508,-79.76750183105469
K51R,3202.0,50.0,30.90850067138672,-95.9529037475586
K52A,3806.0,50.0,33.60810089111328,-83.45649719238281
K52F,3500.0,40.0,33.04499816894531,-97.2322006225586
K52J,3202.0,60.0,34.24729919433594,-80.23190307617188
K53A,4220.0,75.0,32.296199798583984,-84.00749969482422
K54F,4450.0,50.0,31.875600814819336,-100.54000091552734
K54J,4100.0,60.0,30.73259925842285,-86.14759826660156
K54J,2700.0,50.0,30.725099563598636,-86.1531982421875
K54T,5035.0,40.0,29.76180076599121,-94.8386001586914
K54T,3500.0,100.0,29.758100509643555,-94.84700012207033
K55,2530.0,9.0,,
K55J,5300.0,100.0,30.616600036621094,-81.45670318603516
K55J,4999.0,100.0,30.6156005859375,-81.45230102539062
K55J,5152.0,100.0,30.606300354003903,-81.4551010131836
K55J,3580.0,150.0,30.60639953613281,-81.46640014648438
K55K,3380.0,60.0,37.26499938964844,-97.09110260009766
K55M,3000.0,60.0,33.922000885009766,-91.86070251464844
K55Y,3200.0,60.0,43.81169891357422,-91.82820129394533
K56D,3997.0,75.0,40.87789916992188,-83.3145980834961
K56F,2800.0,50.0,32.8286018371582,-100.41600036621094
K56F,3300.0,60.0,32.82109832763672,-100.41400146484376
K57C,3900.0,75.0,42.79850006103516,-88.36519622802734
K57C,2446.0,150.0,42.79330062866211,-88.37329864501953
K57S,3570.0,30.0,48.47560119628906,-115.9010009765625
K58M,3000.0,70.0,39.5723991394043,-75.86499786376953
K5A1,4210.0,75.0,41.24470138549805,-82.5436019897461
K5A4,3200.0,60.0,34.01139831542969,-88.7261962890625
K5A6,3000.0,50.0,33.469200134277344,-89.72669982910156
K5A9,3000.0,75.0,32.92940139770508,-84.68800354003906
K5B2,4700.0,100.0,43.05619812011719,-73.85579681396484
K5B2,4000.0,100.0,43.04750061035156,-73.85590362548828
K5B5,2500.0,80.0,46.493900299072266,-99.75669860839844
K5B5,3200.0,60.0,46.49169921875,-99.75260162353516
K5C1,4340.0,60.0,29.71699905395508,-98.69400024414062
K5C3,3850.0,60.0,47.37080001831055,-94.79810333251952
K5C8,3700.0,60.0,47.35169982910156,-101.01699829101562
K5C8,2235.0,120.0,47.35179901123047,-101.0260009765625
K5F0,3000.0,75.0,32.527198791503906,-92.95110321044922
K5F1,2210.0,60.0,33.2036018371582,-101.33999633789062
K5F1,4200.0,60.0,33.20059967041016,-101.34100341796876
K5F4,3199.0,60.0,32.78609848022461,-92.99929809570312
K5G6,3570.0,180.0,41.66469955444336,-77.81189727783203
K5G7,4126.0,75.0,40.88890075683594,-83.86280059814453
K5H4,3600.0,60.0,47.78879928588867,-99.92539978027344
K5I4,3760.0,50.0,40.1797981262207,-86.21260070800781
K5I4,3590.0,88.0,40.179500579833984,-86.21029663085938
K5J9,3694.0,60.0,34.08980178833008,-78.85910034179688
K5K1,2900.0,32.0,39.41640090942383,-89.99150085449219
K5L0,3500.0,60.0,48.02479934692383,-98.32340240478516
K5M0,3599.0,75.0,34.40330123901367,-86.93299865722656
K5M3,3625.0,50.0,43.77330017089844,-71.38619995117188
K5M4,3183.0,60.0,33.84870147705078,-92.36160278320312
K5M5,3865.0,75.0,36.33980178833008,-94.44010162353516
K5M8,4403.0,60.0,33.92499923706055,-93.15579986572266
K5M9,5001.0,75.0,37.3368,-88.1082
K5N2,3250.0,60.0,45.54280090332031,-90.27279663085938
K5N8,3900.0,75.0,46.85029983520508,-97.2031021118164
K5P2,3800.0,60.0,45.79280090332031,-100.77899932861328
K5R1,4000.0,80.0,31.449199676513672,-88.18890380859375
K5R2,3500.0,50.0,30.384899139404297,-88.75330352783203
K5R4,3700.0,75.0,30.42250061035156,-87.70079803466797
K5R8,5000.0,75.0,30.43470001220703,-93.47049713134766
K5S0,3610.0,47.0,43.7510986328125,-122.49600219726562
K5S2,3900.0,30.0,43.528099060058594,-121.9459991455078
K5S6,5100.0,150.0,42.85139846801758,-124.51399993896484
K5S9,3780.0,32.0,45.3031005859375,-122.31900024414062
K5T6,8500.0,100.0,31.87660026550293,-106.69200134277344
K5T9,5506.0,100.0,28.85169982910156,-100.50700378417967
K5U1,3130.0,115.0,47.84280014038086,-111.697998046875
K5U5,1525.0,90.0,47.63079833984375,-111.97699737548828
K5U5,3800.0,40.0,47.62419891357422,-111.98200225830078
K5U7,3827.0,50.0,45.32080078125,-107.92400360107422
K5V5,4840.0,75.0,36.70289993286133,-108.6969985961914
K5W1,3074.0,50.0,47.42279815673828,-119.11000061035156
K5W4,3402.0,60.0,35.023799896240234,-79.18789672851562
K5W5,3004.0,40.0,35.61650085449219,-78.69850158691406
K5W8,5001.0,75.0,35.70830154418945,-79.4999008178711
K5Y1,3700.0,60.0,46.03580093383789,-84.41290283203125
